id,start_date,ban_date,period
account.87c537e96bd3456fbc769643028e61d8,2019-03-05,2019-03-07,3
account.8e4d9fb3db2c4d098f734c13b044dce9,2019-03-03,2019-03-04,2
account.b51a55e2fad74594beb21673d71c28fe,2019-03-20,2019-03-23,4
account.bcbbd1d75bb846848e98829f585161fb,2019-03-21,2019-03-23,3
account.c448fd99f36a45718e7bfb7522da8686,2019-03-06,2019-03-08,3
account.cf2f5dd8eea649ef8f09615cc3009337,2019-03-01,2019-03-07,7
account.d112f2c029cd4c8192fa6931a06a8778,2019-03-03,2019-03-04,2
account.e963d20ca04541298d7d4faf94e7b765,2019-03-01,2019-03-06,6
account.14b25aed99ae4567845bf441c1a3e177,2019-03-01,2019-03-02,2
account.2902e64d218a4baab8a0726a04257416,2019-03-03,2019-03-06,4
account.2a5885568e6447d0b4b1f3cc07142944,2019-03-09,2019-03-11,3
account.3acf595fe6d343658f038d1c10733c0a,2019-03-10,2019-03-11,2
account.4839e35ef76942688b186b6d2ce3d700,2019-03-03,2019-03-04,2
account.4e1c5196f47240138481ba77ea0be9a3,2019-03-01,2019-03-26,26
account.5af53de9932b4a998b38bb1658ff26ac,2019-03-10,2019-03-11,2
account.615971a7144349d687cd3200ecac4527,2019-03-01,2019-03-03,3
account.63d67b1acad1450e9e273dbc52ad7b28,2019-03-01,2019-03-01,1
account.75ad0b5662224e54b740c76cfb476fa5,2019-03-02,2019-03-03,2
account.79980a22617d48cfa75c6918bf14a68d,2019-03-08,2019-03-11,4
account.8a56473f2756434087123ebf67ad449b,2019-03-03,2019-03-06,4
account.a29a2fbe43274199a835b082ebbfa6fe,2019-03-10,2019-03-16,7
account.b4b90c02e9c249009cc667001af64123,2019-03-01,2019-03-03,3
account.c3376bae385548398aca5d50267e0eab,2019-03-23,2019-03-24,2
account.c34014c8858e42c4aecb8563a43eb070,2019-03-02,2019-03-03,2
account.cd138855ea9949aba380affbb71b616d,2019-03-06,2019-03-07,2
account.cf7c82d7b244459eb788b6ee6308537a,2019-03-02,2019-03-03,2
account.d43b20a84093440da8727aaa403b2dcd,2019-03-09,2019-03-11,3
account.0f88b3b3bc0a4949b0d9679866f962b2,2019-03-06,2019-03-26,21
account.14301481c1d648738552f3f70b57a87b,2019-03-03,2019-03-04,2
account.1c67beddcd13451fa3e09aee963fab3b,2019-03-06,2019-03-12,7
account.42529dcabbe5460bab2e3d6dc44918e2,2019-03-02,2019-03-12,11
account.482620eeb92648f6884f6c1d3c19293c,2019-03-05,2019-03-06,2
account.49a40d2f1f804428b47d704e77a5b888,2019-03-04,2019-03-05,2
account.896b44f2a2a94b19bc289e80b610257b,2019-03-03,2019-03-04,2
account.896bc0c46f874637b4b7ba4163268335,2019-03-13,2019-03-19,7
account.abfb1144174b4a89acbb37179c7db558,2019-03-10,2019-03-12,3
account.b0863a2e374b4ce78b580cfb0cefb0a1,2019-03-01,2019-03-02,2
account.ce1ce9a5219b41c7a940696f614a7786,2019-03-21,2019-03-24,4
account.d24a087c19e14de28f8228c6d2db1f5c,2019-03-01,2019-03-09,9
account.ed04338f244c47088183bb1da08c0ec3,2019-03-01,2019-03-07,7
account.f625af419bba4983954472ee6b8f5aa3,2019-03-19,2019-03-21,3
account.050005c418e34a4db9b24c468e9f3c30,2019-03-08,2019-03-09,2
account.2a6d5fa28fa747ae986eac2168bd3d46,2019-03-01,2019-03-01,1
account.2c3ad993105a4a0a9490db775ccbc425,2019-03-03,2019-03-05,3
account.3de990489a884d75a2842a4f96e6a2d4,2019-03-21,2019-03-22,2
account.451d05f0336946b2848bcde2b7905202,2019-03-15,2019-03-20,6
account.4b8b26b0ce254994ac15ca17b65fa6ab,2019-03-05,2019-03-06,2
account.74412846bbb845d498db200f71e6f0f0,2019-03-18,2019-03-25,8
account.86503f31ebc94d8a91a8648690ac6737,2019-03-15,2019-03-29,15
account.966888f97a0c4989bbe345c3d7db094b,2019-03-01,2019-03-02,2
account.bdc7107a8a0f4c4fa664819db103e0b0,2019-03-01,2019-03-01,1
account.c4a22ab2a57e46809cc63405df183fbf,2019-03-05,2019-03-06,2
account.e57ea390c4f8480caf395ac58972de3c,2019-03-25,2019-03-26,2
account.1e936ff208d24669aab2a9fb7a4e734d,2019-03-01,2019-03-06,6
account.26afa69c69214892a197f87435147362,2019-03-01,2019-03-02,2
account.27f26909d1c54294a144abffadbd0193,2019-03-02,2019-03-27,26
account.2a5cc864b3c14d9ea0bdadf2da8b8f36,2019-03-19,2019-03-20,2
account.2e6af3b57a7e46b0bee0f2b4290e387b,2019-03-02,2019-03-02,1
account.49d4029b4fb5440eadbc5aa3f866e9ab,2019-03-19,2019-03-20,2
account.4cda99a59a134a8b9cded7c34aee122c,2019-03-09,2019-03-09,1
account.52871e25661643f0b697510dddc23761,2019-03-13,2019-03-14,2
account.5360cf55a79a49b29ad2a9069f378084,2019-03-06,2019-03-07,2
account.6f783b72d2534998ad79bbd340ae8054,2019-03-19,2019-03-20,2
account.9b73ef470eb946dab0f9d510a5af08c8,2019-03-08,2019-03-09,2
account.9e7c040c574d4bb6a31f6c982e1bc5d5,2019-03-18,2019-03-19,2
account.a2bcff3f1f2f48deab2140aebf08ba34,2019-03-06,2019-03-06,1
account.a78ecde9719148408c5683942435790b,2019-03-01,2019-03-09,9
account.b4514ab299194951b132b88220eef4ea,2019-03-06,2019-03-11,6
account.c42762cf2349421e9e1b2cf95190d0a9,2019-03-11,2019-03-12,2
account.cf16ff8bc39d4bb382f531e0847c6bc5,2019-03-12,2019-03-12,1
account.d38dedfd2f384e239504197e0c9b1223,2019-03-08,2019-03-09,2
account.e4b1a6ed0584422ebe35d0290a00eba0,2019-03-11,2019-03-12,2
account.ef3b9582d2724f84b28b0f1cc7ac13a8,2019-03-01,2019-03-11,11
account.ff1987891a804ac883b650feba37859f,2019-03-06,2019-03-06,1
account.13571f5cf14848749eaa52f992dfc9b8,2019-03-01,2019-03-02,2
account.1e6d6def04e84a65b5395c953a42e7f0,2019-03-11,2019-03-13,3
account.236c780e8ca84f99a033a7569c2aa623,2019-03-23,2019-03-23,1
account.237b4421d0f24f7f91dfae6a4dbe771b,2019-03-03,2019-03-04,2
account.2852d5c9b05f49d3a62d980464d3ac69,2019-03-03,2019-03-06,4
account.4b0e20737903489a9d332647c2d11fc3,2019-03-04,2019-03-06,3
account.591d0cd63c7e4b888f776a626be3e320,2019-03-01,2019-03-01,1
account.903b83e20007475da00d572dd4a52ee4,2019-03-03,2019-03-03,1
account.90d95fd0ca384fcf8ec9d3bf71c48192,2019-03-07,2019-03-11,5
account.94b18e856f3d46128cda40ae1a913693,2019-03-03,2019-03-04,2
account.c7c6ef0625f44c36a04bb40dacd9bc68,2019-03-10,2019-03-10,1
account.cae0044d019c4187a29682d967059380,2019-03-10,2019-03-11,2
account.1661e0659ad149298ea80437d52708f2,2019-03-08,2019-03-09,2
account.1b2ab044bbb744ae8d550c87a68bf3c0,2019-03-13,2019-03-16,4
account.1d3c26065ca2412193c723e2d6cce138,2019-03-07,2019-03-08,2
account.3b1b42d5da024cec82df09256b443cc2,2019-03-04,2019-03-05,2
account.503f00ec7f4b4a8cbe23110d6b1193d0,2019-03-01,2019-03-03,3
account.5c72a9fa00c84d74a15f7851c438764b,2019-03-02,2019-03-11,10
account.64b848aa26484b2f9c16f1c834b4e38e,2019-03-18,2019-03-28,11
account.6719f3eeb30d4c858257bfb82cd4e2d0,2019-03-02,2019-03-09,8
account.6f90355088814518aada008e83d095c6,2019-03-18,2019-03-19,2
account.6fda18eb00c244fbb37e79ff138b6263,2019-03-23,2019-03-23,1
account.70c52ff26c7e49f3a4c103e7584b8cd7,2019-03-03,2019-03-11,9
account.7677512f20aa4cd8881b8a6e3f4eabdf,2019-03-01,2019-03-04,4
account.8fa5938a86104188a02adad94758a3d0,2019-03-01,2019-03-06,6
account.918171bcb5f14369beaa17e0e8de70d9,2019-03-19,2019-03-24,6
account.ab6efdf63de84b4781892984e3551eca,2019-03-10,2019-03-11,2
account.bdbaaa752475473094770f772247a289,2019-03-19,2019-03-29,11
account.c62b86a2c38542ac9c805d3e2c2c0b58,2019-03-06,2019-03-09,4
account.cac3c277a50043b28bd2fc1d3dd16dfb,2019-03-05,2019-03-06,2
account.d30e9f80d3b447f8bb2504f656314bd0,2019-03-14,2019-03-17,4
account.dd8221005e144f5ca88364570ba81f5e,2019-03-01,2019-03-03,3
account.e3a9af0b34c542d9826862da61ed537e,2019-03-03,2019-03-04,2
account.e44e31ce72c241e09ec449257dde244a,2019-03-02,2019-03-09,8
account.eb3ac12641d743f089f090466a76f210,2019-03-04,2019-03-06,3
account.f0bdfcb61ebf4d64ba633dfe6266a075,2019-03-01,2019-03-02,2
account.028a7129ed4846cb91bbfca9f336a7dd,2019-03-23,2019-03-28,6
account.052f9ab05f444dd089e3ffa4af995e75,2019-03-10,2019-03-10,1
account.0835164d036546bc9db99e851105eb4f,2019-03-25,2019-03-26,2
account.18f78afdf02a44d49322b1e06ca2642e,2019-03-03,2019-03-05,3
account.1a54d334025a4fddad908d3e693f45c7,2019-03-21,2019-03-23,3
account.337779720d8540dba011f79432bcff31,2019-03-26,2019-03-27,2
account.3f4ef253246d45bcbcafd1acd2f63c83,2019-03-19,2019-03-20,2
account.58c83f777417417c8b6f19e6be9b81e1,2019-03-03,2019-03-04,2
account.5e94fb3d5aa2426eb350b77b3448d27d,2019-03-08,2019-03-09,2
account.708783cf615c42d984843f18caa99c61,2019-03-02,2019-03-11,10
account.88acd9b311634be6a552537fbdd6720b,2019-03-05,2019-03-07,3
account.98fd5dad4fa544a589181ff3fc1b6e33,2019-03-18,2019-03-28,11
account.99a64034a7c74d009439222ce2f9f66e,2019-03-23,2019-03-23,1
account.aa9e30fb76714e3291bd74ef8c676ee5,2019-03-23,2019-03-24,2
account.afbb99f0710d41cc927ddb570e51d425,2019-03-04,2019-03-05,2
account.c667c1c2ee454e1881aeaa713c75e9a8,2019-03-10,2019-03-14,5
account.ccd92c8883fe4a25b6beb17ccb86f8f4,2019-03-03,2019-03-04,2
account.ed60a24f73a04cd4b2a460f3ca61cccd,2019-03-13,2019-03-15,3
account.19dc5f07a2114f52a13568e1e1f4df14,2019-03-01,2019-03-03,3
account.28f0ce2863164e6282876bb18b4d0d6b,2019-03-01,2019-03-02,2
account.295bd9e283904d4fb31fb61e3bf9f339,2019-03-10,2019-03-14,5
account.2cbcff798c8f4003b6c3c4c4aa9c2873,2019-03-01,2019-03-02,2
account.351a8e192ecb4578adc36bd5664264d3,2019-03-03,2019-03-09,7
account.401f115faa5a4c6989b3cfaf007e2977,2019-03-05,2019-03-06,2
account.6ab21770a88a46c39a9841cb4b22327d,2019-03-15,2019-03-16,2
account.7a8bb7c3c5604a90bf6596aaff489297,2019-03-11,2019-03-13,3
account.803e9e1a569247ec905fc0f66daf127c,2019-03-21,2019-03-31,11
account.c03c857dfe8c42079cffcb392497a8b0,2019-03-15,2019-03-28,14
account.c35d09a4a6834d5c94995ca7d5fcd7c2,2019-03-21,2019-03-26,6
account.d36ef2dfb3df4481b240fd53192f53c8,2019-03-05,2019-03-06,2
account.d87ddfa9b37a409889bf34ed35dbefb5,2019-03-03,2019-03-03,1
account.e2de13cd001045f29c1a15400036b333,2019-03-04,2019-03-11,8
account.e9b440fd9c594872b5e7c004146e4379,2019-03-03,2019-03-04,2
account.02077a2119ea4e939db50f9c96fa62e0,2019-03-05,2019-03-06,2
account.0bfc93fb85444492b6767916d5773878,2019-03-12,2019-03-14,3
account.1e9561ce3eb942a9aec54ea4421a2613,2019-03-09,2019-03-10,2
account.233596d0802e4ac98217b2dac0b043de,2019-03-03,2019-03-06,4
account.2a487827a3a44997a864bdc93bfa2b3c,2019-03-23,2019-03-23,1
account.399e414e04e843bb862fe382755cd76d,2019-03-09,2019-03-11,3
account.4b311ddabede489cbe24b74c455afe2d,2019-03-23,2019-03-23,1
account.76a4369e0ae147dca699df5f3c0a33b0,2019-03-13,2019-03-14,2
account.8bc96c809f3f408dada186a6405e6a18,2019-03-05,2019-03-12,8
account.93b50592fa8248e28ad1d5342f5f5ee7,2019-03-06,2019-03-07,2
account.a932999e95bb44d480446afaea6d4386,2019-03-12,2019-03-12,1
account.e701f9f7e0564fdd9c6a284ab8061657,2019-03-05,2019-03-06,2
account.f8fb1c19e6804a33ba24bbfbed5f255e,2019-03-02,2019-03-07,6
account.f8fe57e54f1248e4890908a554e6f3e8,2019-03-04,2019-03-06,3
account.fe7bd0758edb417da6da93268c93fc59,2019-03-10,2019-03-11,2
account.0f5706c37e1248adbe2f560dc47ecd18,2019-03-01,2019-03-04,4
account.13b11fa6d4db4cd6976877895ae80a0a,2019-03-01,2019-03-04,4
account.293cd6a71efd42a19acfdf617bbda88b,2019-03-08,2019-03-19,12
account.4ef47d6b9783459ca65f0c04edb952b4,2019-03-02,2019-03-03,2
account.4f03d6d577604fbca01e6827b67394c5,2019-03-03,2019-03-04,2
account.6b620e8c77a5455a9d5e72618e81061b,2019-03-03,2019-03-06,4
account.8342ef0580274369bb2bda21927d8e0c,2019-03-20,2019-03-22,3
account.844ac5f794d64a6b90d5425132a67ddf,2019-03-23,2019-03-24,2
account.8ca0cf946d9746c5b1d0d5a0f6c37a5c,2019-03-03,2019-03-06,4
account.9680451215484cdcaed91f0b1bafbdcf,2019-03-10,2019-03-11,2
account.9ff32e5d31f3433b974845cfbc80b829,2019-03-16,2019-03-17,2
account.a67de169be184346b6dfe3065daf7afd,2019-03-03,2019-03-04,2
account.b31d1b4b9f8c4b268d50c6cd30a53e55,2019-03-04,2019-03-05,2
account.b85a5bcee0234e02886516b25c300d9a,2019-03-03,2019-03-11,9
account.c2b8a3ce716f4d9e985ac1f1d701bc61,2019-03-01,2019-03-01,1
account.d1f44d03de8549b5926c4265fa7608cf,2019-03-17,2019-03-29,13
account.e4c4f1a9339343808815be0977dcdc27,2019-03-06,2019-03-07,2
account.f06ca20fe6204f91a86adf6be876f9b6,2019-03-05,2019-03-06,2
account.f29dcb6dc5fe48f08129fb5c1f1bac59,2019-03-04,2019-03-05,2
account.fc4a9a925f894d93b919fc79bfdb179d,2019-03-14,2019-03-15,2
account.050b756eb9944c548547e97af5b92866,2019-03-05,2019-03-11,7
account.0cd21465452a4bb0a75c96aab6b6ae6c,2019-03-05,2019-03-06,2
account.16f074e4740e4616955186836fb08cd5,2019-03-05,2019-03-09,5
account.1c18f2679a654b0dbdcc5ca5b996ebac,2019-03-15,2019-03-16,2
account.62c71cc556564093a3bec5ae14c3cdeb,2019-03-01,2019-03-09,9
account.68f52f0228504b3eb0042605a82ce144,2019-03-10,2019-03-11,2
account.710291e421f74eb6b850e3f4163513f1,2019-03-06,2019-03-09,4
account.809e62317d294dd486b5e3911ac70750,2019-03-05,2019-03-06,2
account.827c03f66e704558bde644cff6893512,2019-03-01,2019-03-02,2
account.902bbd6ffd4a405bb7634678d6218c46,2019-03-02,2019-03-07,6
account.9e6175407f124b6cb6f5c5d1b674a7c1,2019-03-05,2019-03-06,2
account.afacc6d239ee49718c0e1c631cf78677,2019-03-06,2019-03-08,3
account.cee0ab3c2e0a4baa9e3c90c57216ed74,2019-03-21,2019-03-28,8
account.d4a84535f1ba4ab0bc7cc7cf2d8dba8e,2019-03-01,2019-03-04,4
account.e6c16b6c632943e68b29402c3f98e2cd,2019-03-07,2019-03-09,3
account.ff65a2739aac44029910543936f863a8,2019-03-15,2019-03-23,9
account.20a60008a0ee4d71a2390b957e008684,2019-03-01,2019-03-04,4
account.2d772a6a177e4bba9d05664a9af3f692,2019-03-13,2019-03-24,12
account.70637540104d464bb571237236ff9991,2019-03-11,2019-03-11,1
account.77c8c7704b284b59b99fc4e2af90a774,2019-03-08,2019-03-09,2
account.93b1484664fd401fb2b0fc235378387f,2019-03-05,2019-03-09,5
account.b01a87bca1fd4b78bd890ff834d19d19,2019-03-11,2019-03-14,4
account.c04d3eaa05f749d6976398b23da63a92,2019-03-19,2019-03-20,2
account.0ff4ab91194d4f6fbb6abb678675ba8b,2019-03-08,2019-03-11,4
account.114b8bd714f745c29e47118b7c09b51d,2019-03-16,2019-03-19,4
account.1f82b25743b143d597853418190cdf49,2019-03-11,2019-03-13,3
account.426675e452c14bc29021ad6a3cc655a9,2019-03-11,2019-03-11,1
account.4622067a495a4742b0931a1270c4b884,2019-03-04,2019-03-06,3
account.4790c61174854cef8e09f403822ca831,2019-03-01,2019-03-01,1
account.48e3e0ea2b3d4137adbf7429ff4886c8,2019-03-13,2019-03-23,11
account.51043e03b28b469aaac114627ee714f5,2019-03-10,2019-03-11,2
account.69362596febe49c3a378dee51da6d6d9,2019-03-11,2019-03-11,1
account.6ff571e1905a4136a8e2b21537cfe33b,2019-03-23,2019-03-23,1
account.9ceb3d0e7d224fcbb6a18a59d1e8561a,2019-03-02,2019-03-07,6
account.bf091c4799544137a22c34eb902dd61d,2019-03-27,2019-03-28,2
account.c93af64b317841ceada5df03d65c29c9,2019-03-23,2019-03-23,1
account.d3c8c446d05648809a54ef2f1c9dc5ce,2019-03-01,2019-03-02,2
account.e27be1ce3d144e1c93715cceef0ce880,2019-03-08,2019-03-10,3
account.ef65802e917a47ad9ddeb8695f8b3c7e,2019-03-18,2019-03-21,4
account.ff687967092144cd937142f53ed80c63,2019-03-01,2019-03-09,9
account.291e7e7de2e24c5d86987bc07dd9918b,2019-03-01,2019-03-03,3
account.2d8a8ae6dc274e528f7693ec18f1dc01,2019-03-10,2019-03-11,2
account.300ebf9755714896be057885fea16daf,2019-03-01,2019-03-07,7
account.350c9a09e12b44eeb02d3cda7cae0331,2019-03-02,2019-03-03,2
account.4364b4133ac64e5eb914f0be01df7664,2019-03-01,2019-03-07,7
account.4a9caf2561f247cd84baad3fc7707e92,2019-03-02,2019-03-03,2
account.4fe19b81ae474bc59d03b9d371e5f64c,2019-03-03,2019-03-09,7
account.60f6b2d724344ad490620c8b02b062e1,2019-03-10,2019-03-12,3
account.61fccf808e6e4e6da75af03145cccff2,2019-03-11,2019-03-12,2
account.64252a1f69474a42940080a285df52f6,2019-03-04,2019-03-06,3
account.6b471a5bed2948d8a2d855ba556f482a,2019-03-12,2019-03-13,2
account.6ef956d605b0436881aeb39cb1c69297,2019-03-25,2019-03-27,3
account.6f4d52f183314e738f1c1b2ae0e2d972,2019-03-05,2019-03-09,5
account.75f5a8a5a711417e8ed0f61b7cbbfd9b,2019-03-09,2019-03-10,2
account.8f2ca6588ed64af5ba7188632149012c,2019-03-25,2019-03-26,2
account.9f45a1f328584e5caefcaa4045216000,2019-03-05,2019-03-06,2
account.aadd72d786da418f8caf1df591147c7b,2019-03-10,2019-03-22,13
account.b4bdd576c64e44538f2c87fbc32d29e6,2019-03-03,2019-03-06,4
account.bda1012de76844018f44c39783a9eedd,2019-03-01,2019-03-09,9
account.d5697204afe14db9995d0df04d394f78,2019-03-04,2019-03-05,2
account.d56fda05cbe34accb4b2b1ffd93ca2e4,2019-03-03,2019-03-04,2
account.f5ae588f55bc4110b5a61c2100a01441,2019-03-14,2019-03-14,1
account.fa17b52df42d4397b2442f7b05f69189,2019-03-04,2019-03-05,2
account.fcafea9117ff485cbb72aa24f607bdbb,2019-03-12,2019-03-13,2
account.fe85c941500045849c6bf55659a5fb63,2019-03-04,2019-03-05,2
account.071dbcd483e642259bafe9b7aa182054,2019-03-25,2019-03-31,7
account.0b008a1c6a4e4b159bdb8acaab41e964,2019-03-06,2019-03-07,2
account.0ceb6d57d1674c22b4ca0d1bea360652,2019-03-12,2019-03-15,4
account.12cfcd81d0f647b99466619b4f1568c8,2019-03-01,2019-03-06,6
account.229faa8854ff47ff86dbbbebab2f0cd6,2019-03-21,2019-03-21,1
account.3a89242f74454628a0ececfcb280beb8,2019-03-10,2019-03-11,2
account.3eb5f2df3ad0420387e4151f0b8606a0,2019-03-12,2019-03-13,2
account.4076392866284e4e97286d1aceaf3ff6,2019-03-09,2019-03-10,2
account.45cafca7b45c49a78b4db81f52e792ef,2019-03-11,2019-03-11,1
account.534291fd5395457e942b12a3c11abf56,2019-03-16,2019-03-26,11
account.5a99cd170f2c427296e4782d74aac0d2,2019-03-05,2019-03-12,8
account.72d1a8e0bd124af1b5f8b8354597509f,2019-03-05,2019-03-06,2
account.a55c55b8413e42a69b2216112f7ff603,2019-03-03,2019-03-04,2
account.a7a0ee9635b340c5acfedd1c54cecb7d,2019-03-07,2019-03-09,3
account.bafa8d1be4d74ca88bf4e26c48518834,2019-03-05,2019-03-09,5
account.e4f70e9243894d4dbb5315055b4f2b98,2019-03-04,2019-03-15,12
account.f66325ac9b934362b9b990e4ba8e4b7c,2019-03-06,2019-03-26,21
account.f6b611c3747f4af2be6e35b768b779b8,2019-03-02,2019-03-06,5
account.066abbdebb2e483aa1581983423de75f,2019-03-12,2019-03-13,2
account.0b1ec93f534a417c9e2399f4cf8115d1,2019-03-05,2019-03-06,2
account.23f7f1521376415abd46260279a48073,2019-03-02,2019-03-06,5
account.4c078869c9824cdf8c57718c9c505509,2019-03-07,2019-03-09,3
account.5270090bdd694bf393664aefb17bded6,2019-03-03,2019-03-05,3
account.606a5c08072f4aeeb321f24e2bb7501c,2019-03-03,2019-03-05,3
account.70d2ab5f37b84b43836a326ba884fb34,2019-03-11,2019-03-27,17
account.75edfb90053a4ea0a8ff6af2ec3e8aba,2019-03-03,2019-03-05,3
account.a53242462add425194f39c5720fee6e9,2019-03-01,2019-03-05,5
account.c93aea4471854227826070a1ebb1d28a,2019-03-18,2019-03-28,11
account.cccd6bf95cbc476eaa40ecf97be87ff9,2019-03-02,2019-03-09,8
account.e65146207d744609aff918a1ec9b83e5,2019-03-21,2019-03-26,6
account.e97a6a73e95f43c2a0fa4f06120b55c4,2019-03-07,2019-03-09,3
account.ebd421da2ad04b22887201558c81e8ec,2019-03-07,2019-03-19,13
account.12c9f78c16ff4f178c3db36e9457c3ca,2019-03-12,2019-03-13,2
account.1543fe27b54c49268e28a4e0171f8e5c,2019-03-01,2019-03-02,2
account.1a9dc08b414c4b139c9b233c3fe9fd3a,2019-03-10,2019-03-11,2
account.1c3cf0c7e3e947ad87084c68f68c4ea0,2019-03-13,2019-03-15,3
account.1e7896097d044d3f924d22307bbd90e4,2019-03-03,2019-03-09,7
account.33c9b0feccf84992b972f83c9bd96e91,2019-03-10,2019-03-11,2
account.45924b47c17840a3b3ff640af6153b9e,2019-03-11,2019-03-11,1
account.7141c8bf3200457386c0fff0b01416c3,2019-03-02,2019-03-03,2
account.736f635f826a45d0addb7c6df01e7514,2019-03-19,2019-03-20,2
account.74f4cacab5454f5baadadcef6dcd5aaa,2019-03-01,2019-03-17,17
account.7ccc95957830440b816efa4b5cc2c88f,2019-03-01,2019-03-04,4
account.a12e5b1b78164aed986dddad468e0eff,2019-03-01,2019-03-16,16
account.abaf361e9a0c46109ec8963a6d0ede14,2019-03-03,2019-03-07,5
account.bcab5d65c01a4e1e987f2bb34203a151,2019-03-06,2019-03-07,2
account.ce6101d559a74c369fe95609a501aaed,2019-03-07,2019-03-09,3
account.d1966e89b79d4b2b829b23b254ce65ea,2019-03-01,2019-03-09,9
account.d41c3a4e8d9a45cf9564e6c7605b68b2,2019-03-27,2019-03-27,1
account.13cd84e2830845348010141df4eeb986,2019-03-21,2019-03-21,1
account.162f07c1e4264356a26b2a345ac7d487,2019-03-14,2019-03-14,1
account.1966b5de97d741ddb41315c12c01c46f,2019-03-13,2019-03-14,2
account.19f9cc5fc9bc49d09c47270c6f978c4d,2019-03-04,2019-03-11,8
account.1a9524bf6bd2437d9e792117d7bdbc51,2019-03-02,2019-03-06,5
account.2e507480d20d4ad1a26ae72d79972e15,2019-03-02,2019-03-26,25
account.37b88a5c498346cfa9ae0cee998dc940,2019-03-20,2019-03-29,10
account.54535cedbd6a47e2a926fb633ebfd40d,2019-03-27,2019-03-29,3
account.a27a006c48f5458488281b82c8fdb40e,2019-03-22,2019-03-28,7
account.a484508398154912aed4a9f2d677e606,2019-03-09,2019-03-11,3
account.cbc0bd2d62144bbdb8bab083b1016b94,2019-03-09,2019-03-19,11
account.cbc7280a8a394ae2b0672f9946ef39d1,2019-03-06,2019-03-06,1
account.d30c626b2a9d48dba7f1c360c9bd6e81,2019-03-02,2019-03-03,2
account.d7811d7b1ffe4d2cad3201b842d63c6a,2019-03-02,2019-03-06,5
account.d8a032e76a984382a8141f812c8739f7,2019-03-09,2019-03-11,3
account.e5df977d0adf40e5a5f027eccf6ea3b1,2019-03-19,2019-03-27,9
account.ed78a5ac2ea44d99bdf048dcabf20f6a,2019-03-03,2019-03-23,21
account.042c54670cdb48f7a7ef6a3c15871b29,2019-03-04,2019-03-09,6
account.4130ae080b1f435183744a3361c53d06,2019-03-03,2019-03-11,9
account.44200cdb332b4ac2ae5433d29e2f7c13,2019-03-03,2019-03-06,4
account.4e73ddd7a1624a2e8faa34c0d0127c19,2019-03-08,2019-03-19,12
account.5a53c38d1aa948e8927e1f5b6e4143c1,2019-03-03,2019-03-04,2
account.bd5396e3ce064476a4892c2a571cca87,2019-03-03,2019-03-05,3
account.cca2350534ad4b14bed875ad2d6b9f51,2019-03-29,2019-03-30,2
account.dad736f7f4f04f3d950918b894f2500a,2019-03-19,2019-03-23,5
account.db8e0677d890470fa866672120e78ad9,2019-03-03,2019-03-09,7
account.f63792f91b8044a885d8315b7c0adf1d,2019-03-03,2019-03-07,5
account.fcd32a420d9140a0adc1ca12788bb2ca,2019-03-12,2019-03-17,6
account.0230c074aec741848b646814fb342b61,2019-03-01,2019-03-02,2
account.1d26451ffbcc417bb83a811e9f35d74d,2019-03-04,2019-03-05,2
account.27b8b3f1847c421b8437e15234f500ce,2019-03-02,2019-03-04,3
account.5b6ace936ba64043af28c79880085727,2019-03-02,2019-03-09,8
account.7b15e1a280394fb3a5d3613b26a37968,2019-03-02,2019-03-09,8
account.7f2bd8f1c2764a579aa9df81b279e101,2019-03-11,2019-03-12,2
account.8547976dd0e9444793a87f898006d720,2019-03-09,2019-03-11,3
account.8d20619cf085477d9f664f044065a8f4,2019-03-06,2019-03-07,2
account.8ea3eb1957c74a5583d03d979f044900,2019-03-18,2019-03-19,2
account.92d7b16b1e5a40bea29d015735b16cc7,2019-03-06,2019-03-11,6
account.be05df8a3c76482aa6f46e8c3a572e9e,2019-03-02,2019-03-26,25
account.d3a628fba5cb45449920546f02497a4c,2019-03-06,2019-03-12,7
account.d49dd9fbb03a4848a30456328cabce82,2019-03-15,2019-03-16,2
account.f9fcbc6877264c4b8f383614cf1b67b1,2019-03-01,2019-03-07,7
account.fd61a8561a274ee2be5aa30a4ead6d0b,2019-03-02,2019-03-06,5
account.074ef02b80254d5791b3e29ba5edc901,2019-03-09,2019-03-09,1
account.07c47b1b282541ba965942b6d9c0f242,2019-03-24,2019-03-25,2
account.1237ba46d3964f4887f44c1eccbd4a0f,2019-03-01,2019-03-01,1
account.1326d0c5673a4802a375b61bc45eb696,2019-03-02,2019-03-03,2
account.1b31c22dae6142f5a0251cd5624b5b9c,2019-03-02,2019-03-06,5
account.2ff53aaa90c34039a4bd38e86beb39a1,2019-03-03,2019-03-04,2
account.60ca7cbce1ea45dfbafb7809eb815635,2019-03-22,2019-03-23,2
account.643a2df6ee3a49269e7ecaadf3db096e,2019-03-16,2019-03-17,2
account.65837437278e43e8b222c0b1b858d2e5,2019-03-15,2019-03-16,2
account.6cee0a932c7b4ad0b7fc1c6fef2ab0a1,2019-03-02,2019-03-06,5
account.9929bf0a2d714c00b0e85da155412d7e,2019-03-14,2019-03-15,2
account.a16ce4b2d7674e4ba7b2a59a0f5f463f,2019-03-01,2019-03-07,7
account.affbd42b51304bc18bcc09b279ff5bda,2019-03-15,2019-03-17,3
account.b37ff649117c49e8a969fa63b85f9db2,2019-03-17,2019-03-23,7
